BetterThanMed,WorseThanMed,Percentage,ProbOfMiss
7331,3344,68.67% - 31.33%,14.5
7332,3343,68.68% - 31.32%,14.49
7333,3342,68.69% - 31.31%,14.48
7334,3341,68.7% - 31.3%,14.47
7335,3340,68.71% - 31.29%,14.46
7336,3339,68.72% - 31.28%,14.45
7337,3338,68.73% - 31.27%,14.44
7338,3337,68.74% - 31.26%,14.43
7339,3336,68.75% - 31.25%,14.42
7340,3335,68.76% - 31.24%,14.41
7341,3334,68.77% - 31.23%,14.41
7342,3333,68.78% - 31.22%,14.4
7343,3332,68.79% - 31.21%,14.39
7344,3331,68.8% - 31.2%,14.38
7345,3330,68.81% - 31.19%,14.37
7346,3329,68.81% - 31.19%,14.36
7347,3328,68.82% - 31.18%,14.35
7348,3327,68.83% - 31.17%,14.34
7349,3326,68.84% - 31.16%,14.33
7350,3325,68.85% - 31.15%,14.32
7351,3324,68.86% - 31.14%,14.32
7352,3323,68.87% - 31.13%,14.31
7353,3322,68.88% - 31.12%,14.3
7354,3321,68.89% - 31.11%,14.29
7355,3320,68.9% - 31.1%,14.28
7356,3319,68.91% - 31.09%,14.27
7357,3318,68.92% - 31.08%,14.26
7358,3317,68.93% - 31.07%,14.25
7359,3316,68.94% - 31.06%,14.24
7360,3315,68.95% - 31.05%,14.23
7361,3314,68.96% - 31.04%,14.22
7362,3313,68.96% - 31.04%,14.22
7363,3312,68.97% - 31.03%,14.21
7364,3311,68.98% - 31.02%,14.2
7365,3310,68.99% - 31.01%,14.19
7366,3309,69.0% - 31.0%,14.18
7367,3308,69.01% - 30.99%,14.17
7368,3307,69.02% - 30.98%,14.16
7369,3306,69.03% - 30.97%,14.15
7370,3305,69.04% - 30.96%,14.14
7371,3304,69.05% - 30.95%,14.13
7372,3303,69.06% - 30.94%,14.13
7373,3302,69.07% - 30.93%,14.12
7374,3301,69.08% - 30.92%,14.11
7375,3300,69.09% - 30.91%,14.1
7376,3299,69.1% - 30.9%,14.09
7377,3298,69.11% - 30.89%,14.08
7378,3297,69.11% - 30.89%,14.07
7379,3296,69.12% - 30.88%,14.06
7380,3295,69.13% - 30.87%,14.05
7381,3294,69.14% - 30.86%,14.04
7382,3293,69.15% - 30.85%,14.04
7383,3292,69.16% - 30.84%,14.03
7384,3291,69.17% - 30.83%,14.02
7385,3290,69.18% - 30.82%,14.01
7386,3289,69.19% - 30.81%,14.0
7387,3288,69.2% - 30.8%,13.99
7388,3287,69.21% - 30.79%,13.98
7389,3286,69.22% - 30.78%,13.97
7390,3285,69.23% - 30.77%,13.96
7391,3284,69.24% - 30.76%,13.95
7392,3283,69.25% - 30.75%,13.95
7393,3282,69.26% - 30.74%,13.94
7394,3281,69.26% - 30.74%,13.93
7395,3280,69.27% - 30.73%,13.92
7396,3279,69.28% - 30.72%,13.91
7397,3278,69.29% - 30.71%,13.9
7398,3277,69.3% - 30.7%,13.89
7399,3276,69.31% - 30.69%,13.88
7400,3275,69.32% - 30.68%,13.87
7401,3274,69.33% - 30.67%,13.87
7402,3273,69.34% - 30.66%,13.86
7403,3272,69.35% - 30.65%,13.85
7404,3271,69.36% - 30.64%,13.84
7405,3270,69.37% - 30.63%,13.83
7406,3269,69.38% - 30.62%,13.82
7407,3268,69.39% - 30.61%,13.81
7408,3267,69.4% - 30.6%,13.8
7409,3266,69.41% - 30.59%,13.79
7410,3265,69.41% - 30.59%,13.78
7411,3264,69.42% - 30.58%,13.78
7412,3263,69.43% - 30.57%,13.77
7413,3262,69.44% - 30.56%,13.76
7414,3261,69.45% - 30.55%,13.75
7415,3260,69.46% - 30.54%,13.74
7416,3259,69.47% - 30.53%,13.73
7417,3258,69.48% - 30.52%,13.72
7418,3257,69.49% - 30.51%,13.71
7419,3256,69.5% - 30.5%,13.7
7420,3255,69.51% - 30.49%,13.7
7421,3254,69.52% - 30.48%,13.69
7422,3253,69.53% - 30.47%,13.68
7423,3252,69.54% - 30.46%,13.67
7424,3251,69.55% - 30.45%,13.66
7425,3250,69.56% - 30.44%,13.65
7426,3249,69.56% - 30.44%,13.64
7427,3248,69.57% - 30.43%,13.63
7428,3247,69.58% - 30.42%,13.62
7429,3246,69.59% - 30.41%,13.61
7430,3245,69.6% - 30.4%,13.61
7431,3244,69.61% - 30.39%,13.6
7432,3243,69.62% - 30.38%,13.59
7433,3242,69.63% - 30.37%,13.58
7434,3241,69.64% - 30.36%,13.57
7435,3240,69.65% - 30.35%,13.56
7436,3239,69.66% - 30.34%,13.55
7437,3238,69.67% - 30.33%,13.54
7438,3237,69.68% - 30.32%,13.53
7439,3236,69.69% - 30.31%,13.53
7440,3235,69.7% - 30.3%,13.52
7441,3234,69.7% - 30.3%,13.51
7442,3233,69.71% - 30.29%,13.5
7443,3232,69.72% - 30.28%,13.49
7444,3231,69.73% - 30.27%,13.48
7445,3230,69.74% - 30.26%,13.47
7446,3229,69.75% - 30.25%,13.46
7447,3228,69.76% - 30.24%,13.45
7448,3227,69.77% - 30.23%,13.45
7449,3226,69.78% - 30.22%,13.44
7450,3225,69.79% - 30.21%,13.43
7451,3224,69.8% - 30.2%,13.42
7452,3223,69.81% - 30.19%,13.41
7453,3222,69.82% - 30.18%,13.4
7454,3221,69.83% - 30.17%,13.39
7455,3220,69.84% - 30.16%,13.38
7456,3219,69.85% - 30.15%,13.37
7457,3218,69.85% - 30.15%,13.37
7458,3217,69.86% - 30.14%,13.36
7459,3216,69.87% - 30.13%,13.35
7460,3215,69.88% - 30.12%,13.34
7461,3214,69.89% - 30.11%,13.33
7462,3213,69.9% - 30.1%,13.32
7463,3212,69.91% - 30.09%,13.31
7464,3211,69.92% - 30.08%,13.3
7465,3210,69.93% - 30.07%,13.29
7466,3209,69.94% - 30.06%,13.29
7467,3208,69.95% - 30.05%,13.28
7468,3207,69.96% - 30.04%,13.27
7469,3206,69.97% - 30.03%,13.26
7470,3205,69.98% - 30.02%,13.25
7471,3204,69.99% - 30.01%,13.24
7472,3203,70.0% - 30.0%,13.23
7473,3202,70.0% - 30.0%,13.22
7474,3201,70.01% - 29.99%,13.21
7475,3200,70.02% - 29.98%,13.21
7476,3199,70.03% - 29.97%,13.2
7477,3198,70.04% - 29.96%,13.19
7478,3197,70.05% - 29.95%,13.18
7479,3196,70.06% - 29.94%,13.17
7480,3195,70.07% - 29.93%,13.16
7481,3194,70.08% - 29.92%,13.15
7482,3193,70.09% - 29.91%,13.14
7483,3192,70.1% - 29.9%,13.14
7484,3191,70.11% - 29.89%,13.13
7485,3190,70.12% - 29.88%,13.12
7486,3189,70.13% - 29.87%,13.11
7487,3188,70.14% - 29.86%,13.1
7488,3187,70.15% - 29.85%,13.09
7489,3186,70.15% - 29.85%,13.08
7490,3185,70.16% - 29.84%,13.07
7491,3184,70.17% - 29.83%,13.06
7492,3183,70.18% - 29.82%,13.06
7493,3182,70.19% - 29.81%,13.05
7494,3181,70.2% - 29.8%,13.04
7495,3180,70.21% - 29.79%,13.03
7496,3179,70.22% - 29.78%,13.02
7497,3178,70.23% - 29.77%,13.01
7498,3177,70.24% - 29.76%,13.0
7499,3176,70.25% - 29.75%,12.99
7500,3175,70.26% - 29.74%,12.99
7501,3174,70.27% - 29.73%,12.98
7502,3173,70.28% - 29.72%,12.97
7503,3172,70.29% - 29.71%,12.96
7504,3171,70.3% - 29.7%,12.95
7505,3170,70.3% - 29.7%,12.94
7506,3169,70.31% - 29.69%,12.93
7507,3168,70.32% - 29.68%,12.92
7508,3167,70.33% - 29.67%,12.91
7509,3166,70.34% - 29.66%,12.91
7510,3165,70.35% - 29.65%,12.9
7511,3164,70.36% - 29.64%,12.89
7512,3163,70.37% - 29.63%,12.88
7513,3162,70.38% - 29.62%,12.87
7514,3161,70.39% - 29.61%,12.86
7515,3160,70.4% - 29.6%,12.85
7516,3159,70.41% - 29.59%,12.84
7517,3158,70.42% - 29.58%,12.84
7518,3157,70.43% - 29.57%,12.83
7519,3156,70.44% - 29.56%,12.82
7520,3155,70.44% - 29.56%,12.81
7521,3154,70.45% - 29.55%,12.8
7522,3153,70.46% - 29.54%,12.79
7523,3152,70.47% - 29.53%,12.78
7524,3151,70.48% - 29.52%,12.77
7525,3150,70.49% - 29.51%,12.77
7526,3149,70.5% - 29.5%,12.76
7527,3148,70.51% - 29.49%,12.75
7528,3147,70.52% - 29.48%,12.74
7529,3146,70.53% - 29.47%,12.73
7530,3145,70.54% - 29.46%,12.72
7531,3144,70.55% - 29.45%,12.71
7532,3143,70.56% - 29.44%,12.7
7533,3142,70.57% - 29.43%,12.7
7534,3141,70.58% - 29.42%,12.69
7535,3140,70.59% - 29.41%,12.68
7536,3139,70.59% - 29.41%,12.67
7537,3138,70.6% - 29.4%,12.66
7538,3137,70.61% - 29.39%,12.65
7539,3136,70.62% - 29.38%,12.64
7540,3135,70.63% - 29.37%,12.63
7541,3134,70.64% - 29.36%,12.63
7542,3133,70.65% - 29.35%,12.62
7543,3132,70.66% - 29.34%,12.61
7544,3131,70.67% - 29.33%,12.6
7545,3130,70.68% - 29.32%,12.59
7546,3129,70.69% - 29.31%,12.58
7547,3128,70.7% - 29.3%,12.57
7548,3127,70.71% - 29.29%,12.56
7549,3126,70.72% - 29.28%,12.56
7550,3125,70.73% - 29.27%,12.55
7551,3124,70.74% - 29.26%,12.54
7552,3123,70.74% - 29.26%,12.53
7553,3122,70.75% - 29.25%,12.52
7554,3121,70.76% - 29.24%,12.51
7555,3120,70.77% - 29.23%,12.5
7556,3119,70.78% - 29.22%,12.49
7557,3118,70.79% - 29.21%,12.49
7558,3117,70.8% - 29.2%,12.48
7559,3116,70.81% - 29.19%,12.47
7560,3115,70.82% - 29.18%,12.46
7561,3114,70.83% - 29.17%,12.45
7562,3113,70.84% - 29.16%,12.44
7563,3112,70.85% - 29.15%,12.43
7564,3111,70.86% - 29.14%,12.42
7565,3110,70.87% - 29.13%,12.42
7566,3109,70.88% - 29.12%,12.41
7567,3108,70.89% - 29.11%,12.4
7568,3107,70.89% - 29.11%,12.39
7569,3106,70.9% - 29.1%,12.38
7570,3105,70.91% - 29.09%,12.37
7571,3104,70.92% - 29.08%,12.36
7572,3103,70.93% - 29.07%,12.36
7573,3102,70.94% - 29.06%,12.35
7574,3101,70.95% - 29.05%,12.34
7575,3100,70.96% - 29.04%,12.33
7576,3099,70.97% - 29.03%,12.32
7577,3098,70.98% - 29.02%,12.31
7578,3097,70.99% - 29.01%,12.3
7579,3096,71.0% - 29.0%,12.29
7580,3095,71.01% - 28.99%,12.29
7581,3094,71.02% - 28.98%,12.28
7582,3093,71.03% - 28.97%,12.27
7583,3092,71.04% - 28.96%,12.26
7584,3091,71.04% - 28.96%,12.25
7585,3090,71.05% - 28.95%,12.24
7586,3089,71.06% - 28.94%,12.23
7587,3088,71.07% - 28.93%,12.23
7588,3087,71.08% - 28.92%,12.22
7589,3086,71.09% - 28.91%,12.21
7590,3085,71.1% - 28.9%,12.2
7591,3084,71.11% - 28.89%,12.19
7592,3083,71.12% - 28.88%,12.18
7593,3082,71.13% - 28.87%,12.17
7594,3081,71.14% - 28.86%,12.16
7595,3080,71.15% - 28.85%,12.16
7596,3079,71.16% - 28.84%,12.15
7597,3078,71.17% - 28.83%,12.14
7598,3077,71.18% - 28.82%,12.13
7599,3076,71.19% - 28.81%,12.12
7600,3075,71.19% - 28.81%,12.11
7601,3074,71.2% - 28.8%,12.1
7602,3073,71.21% - 28.79%,12.1
7603,3072,71.22% - 28.78%,12.09
7604,3071,71.23% - 28.77%,12.08
7605,3070,71.24% - 28.76%,12.07
7606,3069,71.25% - 28.75%,12.06
7607,3068,71.26% - 28.74%,12.05
7608,3067,71.27% - 28.73%,12.04
7609,3066,71.28% - 28.72%,12.04
7610,3065,71.29% - 28.71%,12.03
7611,3064,71.3% - 28.7%,12.02
7612,3063,71.31% - 28.69%,12.01
7613,3062,71.32% - 28.68%,12.0
7614,3061,71.33% - 28.67%,11.99
7615,3060,71.33% - 28.67%,11.98
7616,3059,71.34% - 28.66%,11.98
7617,3058,71.35% - 28.65%,11.97
7618,3057,71.36% - 28.64%,11.96
7619,3056,71.37% - 28.63%,11.95
7620,3055,71.38% - 28.62%,11.94
7621,3054,71.39% - 28.61%,11.93
7622,3053,71.4% - 28.6%,11.92
7623,3052,71.41% - 28.59%,11.91
7624,3051,71.42% - 28.58%,11.91
7625,3050,71.43% - 28.57%,11.9
7626,3049,71.44% - 28.56%,11.89
7627,3048,71.45% - 28.55%,11.88
7628,3047,71.46% - 28.54%,11.87
7629,3046,71.47% - 28.53%,11.86
7630,3045,71.48% - 28.52%,11.85
7631,3044,71.48% - 28.52%,11.85
7632,3043,71.49% - 28.51%,11.84
7633,3042,71.5% - 28.5%,11.83
7634,3041,71.51% - 28.49%,11.82
7635,3040,71.52% - 28.48%,11.81
7636,3039,71.53% - 28.47%,11.8
7637,3038,71.54% - 28.46%,11.79
7638,3037,71.55% - 28.45%,11.79
7639,3036,71.56% - 28.44%,11.78
7640,3035,71.57% - 28.43%,11.77
7641,3034,71.58% - 28.42%,11.76
7642,3033,71.59% - 28.41%,11.75
7643,3032,71.6% - 28.4%,11.74
7644,3031,71.61% - 28.39%,11.73
7645,3030,71.62% - 28.38%,11.73
7646,3029,71.63% - 28.37%,11.72
7647,3028,71.63% - 28.37%,11.71
7648,3027,71.64% - 28.36%,11.7
7649,3026,71.65% - 28.35%,11.69
7650,3025,71.66% - 28.34%,11.68
7651,3024,71.67% - 28.33%,11.68
7652,3023,71.68% - 28.32%,11.67
7653,3022,71.69% - 28.31%,11.66
7654,3021,71.7% - 28.3%,11.65
7655,3020,71.71% - 28.29%,11.64
7656,3019,71.72% - 28.28%,11.63
7657,3018,71.73% - 28.27%,11.62
7658,3017,71.74% - 28.26%,11.62
7659,3016,71.75% - 28.25%,11.61
7660,3015,71.76% - 28.24%,11.6
7661,3014,71.77% - 28.23%,11.59
7662,3013,71.78% - 28.22%,11.58
7663,3012,71.78% - 28.22%,11.57
7664,3011,71.79% - 28.21%,11.56
7665,3010,71.8% - 28.2%,11.56
7666,3009,71.81% - 28.19%,11.55
7667,3008,71.82% - 28.18%,11.54
7668,3007,71.83% - 28.17%,11.53
7669,3006,71.84% - 28.16%,11.52
7670,3005,71.85% - 28.15%,11.51
7671,3004,71.86% - 28.14%,11.5
7672,3003,71.87% - 28.13%,11.5
7673,3002,71.88% - 28.12%,11.49
7674,3001,71.89% - 28.11%,11.48
7675,3000,71.9% - 28.1%,11.47
7676,2999,71.91% - 28.09%,11.46
7677,2998,71.92% - 28.08%,11.45
7678,2997,71.93% - 28.07%,11.45
7679,2996,71.93% - 28.07%,11.44
7680,2995,71.94% - 28.06%,11.43
7681,2994,71.95% - 28.05%,11.42
7682,2993,71.96% - 28.04%,11.41
7683,2992,71.97% - 28.03%,11.4
7684,2991,71.98% - 28.02%,11.39
7685,2990,71.99% - 28.01%,11.39
7686,2989,72.0% - 28.0%,11.38
7687,2988,72.01% - 27.99%,11.37
7688,2987,72.02% - 27.98%,11.36
7689,2986,72.03% - 27.97%,11.35
7690,2985,72.04% - 27.96%,11.34
7691,2984,72.05% - 27.95%,11.34
7692,2983,72.06% - 27.94%,11.33
7693,2982,72.07% - 27.93%,11.32
7694,2981,72.07% - 27.93%,11.31
7695,2980,72.08% - 27.92%,11.3
7696,2979,72.09% - 27.91%,11.29
7697,2978,72.1% - 27.9%,11.28
7698,2977,72.11% - 27.89%,11.28
7699,2976,72.12% - 27.88%,11.27
7700,2975,72.13% - 27.87%,11.26
7701,2974,72.14% - 27.86%,11.25
7702,2973,72.15% - 27.85%,11.24
7703,2972,72.16% - 27.84%,11.23
7704,2971,72.17% - 27.83%,11.23
7705,2970,72.18% - 27.82%,11.22
7706,2969,72.19% - 27.81%,11.21
7707,2968,72.2% - 27.8%,11.2
7708,2967,72.21% - 27.79%,11.19
7709,2966,72.22% - 27.78%,11.18
7710,2965,72.22% - 27.78%,11.18
7711,2964,72.23% - 27.77%,11.17
7712,2963,72.24% - 27.76%,11.16
7713,2962,72.25% - 27.75%,11.15
7714,2961,72.26% - 27.74%,11.14
7715,2960,72.27% - 27.73%,11.13
7716,2959,72.28% - 27.72%,11.12
7717,2958,72.29% - 27.71%,11.12
7718,2957,72.3% - 27.7%,11.11
7719,2956,72.31% - 27.69%,11.1
7720,2955,72.32% - 27.68%,11.09
7721,2954,72.33% - 27.67%,11.08
7722,2953,72.34% - 27.66%,11.07
7723,2952,72.35% - 27.65%,11.07
7724,2951,72.36% - 27.64%,11.06
7725,2950,72.37% - 27.63%,11.05
7726,2949,72.37% - 27.63%,11.04
7727,2948,72.38% - 27.62%,11.03
7728,2947,72.39% - 27.61%,11.02
7729,2946,72.4% - 27.6%,11.02
7730,2945,72.41% - 27.59%,11.01
7731,2944,72.42% - 27.58%,11.0
7732,2943,72.43% - 27.57%,10.99
7733,2942,72.44% - 27.56%,10.98
7734,2941,72.45% - 27.55%,10.97
7735,2940,72.46% - 27.54%,10.97
7736,2939,72.47% - 27.53%,10.96
7737,2938,72.48% - 27.52%,10.95
7738,2937,72.49% - 27.51%,10.94
7739,2936,72.5% - 27.5%,10.93
7740,2935,72.51% - 27.49%,10.92
7741,2934,72.52% - 27.48%,10.92
7742,2933,72.52% - 27.48%,10.91
7743,2932,72.53% - 27.47%,10.9
7744,2931,72.54% - 27.46%,10.89
7745,2930,72.55% - 27.45%,10.88
7746,2929,72.56% - 27.44%,10.87
7747,2928,72.57% - 27.43%,10.87
7748,2927,72.58% - 27.42%,10.86
7749,2926,72.59% - 27.41%,10.85
7750,2925,72.6% - 27.4%,10.84
7751,2924,72.61% - 27.39%,10.83
7752,2923,72.62% - 27.38%,10.82
7753,2922,72.63% - 27.37%,10.82
7754,2921,72.64% - 27.36%,10.81
7755,2920,72.65% - 27.35%,10.8
7756,2919,72.66% - 27.34%,10.79
7757,2918,72.67% - 27.33%,10.78
7758,2917,72.67% - 27.33%,10.77
7759,2916,72.68% - 27.32%,10.77
7760,2915,72.69% - 27.31%,10.76
7761,2914,72.7% - 27.3%,10.75
7762,2913,72.71% - 27.29%,10.74
7763,2912,72.72% - 27.28%,10.73
7764,2911,72.73% - 27.27%,10.72
7765,2910,72.74% - 27.26%,10.72
7766,2909,72.75% - 27.25%,10.71
7767,2908,72.76% - 27.24%,10.7
7768,2907,72.77% - 27.23%,10.69
7769,2906,72.78% - 27.22%,10.68
7770,2905,72.79% - 27.21%,10.67
7771,2904,72.8% - 27.2%,10.67
7772,2903,72.81% - 27.19%,10.66
7773,2902,72.81% - 27.19%,10.65
7774,2901,72.82% - 27.18%,10.64
7775,2900,72.83% - 27.17%,10.63
7776,2899,72.84% - 27.16%,10.62
7777,2898,72.85% - 27.15%,10.62
7778,2897,72.86% - 27.14%,10.61
7779,2896,72.87% - 27.13%,10.6
7780,2895,72.88% - 27.12%,10.59
7781,2894,72.89% - 27.11%,10.58
7782,2893,72.9% - 27.1%,10.58
7783,2892,72.91% - 27.09%,10.57
7784,2891,72.92% - 27.08%,10.56
7785,2890,72.93% - 27.07%,10.55
7786,2889,72.94% - 27.06%,10.54
7787,2888,72.95% - 27.05%,10.53
7788,2887,72.96% - 27.04%,10.53
7789,2886,72.96% - 27.04%,10.52
7790,2885,72.97% - 27.03%,10.51
7791,2884,72.98% - 27.02%,10.5
7792,2883,72.99% - 27.01%,10.49
7793,2882,73.0% - 27.0%,10.48
7794,2881,73.01% - 26.99%,10.48
7795,2880,73.02% - 26.98%,10.47
7796,2879,73.03% - 26.97%,10.46
7797,2878,73.04% - 26.96%,10.45
7798,2877,73.05% - 26.95%,10.44
7799,2876,73.06% - 26.94%,10.44
7800,2875,73.07% - 26.93%,10.43
7801,2874,73.08% - 26.92%,10.42
7802,2873,73.09% - 26.91%,10.41
7803,2872,73.1% - 26.9%,10.4
7804,2871,73.11% - 26.89%,10.39
7805,2870,73.11% - 26.89%,10.39
7806,2869,73.12% - 26.88%,10.38
7807,2868,73.13% - 26.87%,10.37
7808,2867,73.14% - 26.86%,10.36
7809,2866,73.15% - 26.85%,10.35
7810,2865,73.16% - 26.84%,10.35
7811,2864,73.17% - 26.83%,10.34
7812,2863,73.18% - 26.82%,10.33
7813,2862,73.19% - 26.81%,10.32
7814,2861,73.2% - 26.8%,10.31
7815,2860,73.21% - 26.79%,10.3
7816,2859,73.22% - 26.78%,10.3
7817,2858,73.23% - 26.77%,10.29
7818,2857,73.24% - 26.76%,10.28
7819,2856,73.25% - 26.75%,10.27
7820,2855,73.26% - 26.74%,10.26
7821,2854,73.26% - 26.74%,10.26
7822,2853,73.27% - 26.73%,10.25
7823,2852,73.28% - 26.72%,10.24
7824,2851,73.29% - 26.71%,10.23
7825,2850,73.3% - 26.7%,10.22
7826,2849,73.31% - 26.69%,10.21
7827,2848,73.32% - 26.68%,10.21
7828,2847,73.33% - 26.67%,10.2
7829,2846,73.34% - 26.66%,10.19
7830,2845,73.35% - 26.65%,10.18
7831,2844,73.36% - 26.64%,10.17
7832,2843,73.37% - 26.63%,10.17
7833,2842,73.38% - 26.62%,10.16
7834,2841,73.39% - 26.61%,10.15
7835,2840,73.4% - 26.6%,10.14
7836,2839,73.41% - 26.59%,10.13
7837,2838,73.41% - 26.59%,10.12
7838,2837,73.42% - 26.58%,10.12
7839,2836,73.43% - 26.57%,10.11
7840,2835,73.44% - 26.56%,10.1
7841,2834,73.45% - 26.55%,10.09
7842,2833,73.46% - 26.54%,10.08
7843,2832,73.47% - 26.53%,10.08
7844,2831,73.48% - 26.52%,10.07
7845,2830,73.49% - 26.51%,10.06
7846,2829,73.5% - 26.5%,10.05
7847,2828,73.51% - 26.49%,10.04
7848,2827,73.52% - 26.48%,10.04
7849,2826,73.53% - 26.47%,10.03
7850,2825,73.54% - 26.46%,10.02
7851,2824,73.55% - 26.45%,10.01
7852,2823,73.56% - 26.44%,10.0
7853,2822,73.56% - 26.44%,10.0
7854,2821,73.57% - 26.43%,9.99
7855,2820,73.58% - 26.42%,9.98
7856,2819,73.59% - 26.41%,9.97
7857,2818,73.6% - 26.4%,9.96
7858,2817,73.61% - 26.39%,9.95
7859,2816,73.62% - 26.38%,9.95
7860,2815,73.63% - 26.37%,9.94
7861,2814,73.64% - 26.36%,9.93
7862,2813,73.65% - 26.35%,9.92
7863,2812,73.66% - 26.34%,9.91
7864,2811,73.67% - 26.33%,9.91
7865,2810,73.68% - 26.32%,9.9
7866,2809,73.69% - 26.31%,9.89
7867,2808,73.7% - 26.3%,9.88
7868,2807,73.7% - 26.3%,9.87
7869,2806,73.71% - 26.29%,9.87
7870,2805,73.72% - 26.28%,9.86
7871,2804,73.73% - 26.27%,9.85
7872,2803,73.74% - 26.26%,9.84
7873,2802,73.75% - 26.25%,9.83
7874,2801,73.76% - 26.24%,9.83
7875,2800,73.77% - 26.23%,9.82
7876,2799,73.78% - 26.22%,9.81
7877,2798,73.79% - 26.21%,9.8
7878,2797,73.8% - 26.2%,9.79
7879,2796,73.81% - 26.19%,9.79
7880,2795,73.82% - 26.18%,9.78
7881,2794,73.83% - 26.17%,9.77
7882,2793,73.84% - 26.16%,9.76
7883,2792,73.85% - 26.15%,9.75
7884,2791,73.85% - 26.15%,9.75
7885,2790,73.86% - 26.14%,9.74
7886,2789,73.87% - 26.13%,9.73
7887,2788,73.88% - 26.12%,9.72
7888,2787,73.89% - 26.11%,9.71
7889,2786,73.9% - 26.1%,9.71
7890,2785,73.91% - 26.09%,9.7
7891,2784,73.92% - 26.08%,9.69
7892,2783,73.93% - 26.07%,9.68
7893,2782,73.94% - 26.06%,9.67
7894,2781,73.95% - 26.05%,9.67
7895,2780,73.96% - 26.04%,9.66
7896,2779,73.97% - 26.03%,9.65
7897,2778,73.98% - 26.02%,9.64
7898,2777,73.99% - 26.01%,9.63
7899,2776,74.0% - 26.0%,9.63
7900,2775,74.0% - 26.0%,9.62
7901,2774,74.01% - 25.99%,9.61
7902,2773,74.02% - 25.98%,9.6
7903,2772,74.03% - 25.97%,9.59
7904,2771,74.04% - 25.96%,9.59
7905,2770,74.05% - 25.95%,9.58
7906,2769,74.06% - 25.94%,9.57
7907,2768,74.07% - 25.93%,9.56
7908,2767,74.08% - 25.92%,9.55
7909,2766,74.09% - 25.91%,9.55
7910,2765,74.1% - 25.9%,9.54
7911,2764,74.11% - 25.89%,9.53
7912,2763,74.12% - 25.88%,9.52
7913,2762,74.13% - 25.87%,9.51
7914,2761,74.14% - 25.86%,9.51
7915,2760,74.15% - 25.85%,9.5
7916,2759,74.15% - 25.85%,9.49
7917,2758,74.16% - 25.84%,9.48
7918,2757,74.17% - 25.83%,9.48
7919,2756,74.18% - 25.82%,9.47
7920,2755,74.19% - 25.81%,9.46
7921,2754,74.2% - 25.8%,9.45
7922,2753,74.21% - 25.79%,9.44
7923,2752,74.22% - 25.78%,9.44
7924,2751,74.23% - 25.77%,9.43
7925,2750,74.24% - 25.76%,9.42
7926,2749,74.25% - 25.75%,9.41
7927,2748,74.26% - 25.74%,9.4
7928,2747,74.27% - 25.73%,9.4
7929,2746,74.28% - 25.72%,9.39
7930,2745,74.29% - 25.71%,9.38
7931,2744,74.3% - 25.7%,9.37
7932,2743,74.3% - 25.7%,9.36
7933,2742,74.31% - 25.69%,9.36
7934,2741,74.32% - 25.68%,9.35
7935,2740,74.33% - 25.67%,9.34
7936,2739,74.34% - 25.66%,9.33
7937,2738,74.35% - 25.65%,9.33
7938,2737,74.36% - 25.64%,9.32
7939,2736,74.37% - 25.63%,9.31
7940,2735,74.38% - 25.62%,9.3
7941,2734,74.39% - 25.61%,9.29
7942,2733,74.4% - 25.6%,9.29
7943,2732,74.41% - 25.59%,9.28
7944,2731,74.42% - 25.58%,9.27
7945,2730,74.43% - 25.57%,9.26
7946,2729,74.44% - 25.56%,9.25
7947,2728,74.44% - 25.56%,9.25
7948,2727,74.45% - 25.55%,9.24
7949,2726,74.46% - 25.54%,9.23
7950,2725,74.47% - 25.53%,9.22
7951,2724,74.48% - 25.52%,9.22
7952,2723,74.49% - 25.51%,9.21
7953,2722,74.5% - 25.5%,9.2
7954,2721,74.51% - 25.49%,9.19
7955,2720,74.52% - 25.48%,9.18
7956,2719,74.53% - 25.47%,9.18
7957,2718,74.54% - 25.46%,9.17
7958,2717,74.55% - 25.45%,9.16
7959,2716,74.56% - 25.44%,9.15
7960,2715,74.57% - 25.43%,9.14
7961,2714,74.58% - 25.42%,9.14
7962,2713,74.59% - 25.41%,9.13
7963,2712,74.59% - 25.41%,9.12
7964,2711,74.6% - 25.4%,9.11
7965,2710,74.61% - 25.39%,9.11
7966,2709,74.62% - 25.38%,9.1
7967,2708,74.63% - 25.37%,9.09
7968,2707,74.64% - 25.36%,9.08
7969,2706,74.65% - 25.35%,9.07
7970,2705,74.66% - 25.34%,9.07
7971,2704,74.67% - 25.33%,9.06
7972,2703,74.68% - 25.32%,9.05
7973,2702,74.69% - 25.31%,9.04
7974,2701,74.7% - 25.3%,9.04
7975,2700,74.71% - 25.29%,9.03
7976,2699,74.72% - 25.28%,9.02
7977,2698,74.73% - 25.27%,9.01
7978,2697,74.74% - 25.26%,9.0
7979,2696,74.74% - 25.26%,9.0
7980,2695,74.75% - 25.25%,8.99
7981,2694,74.76% - 25.24%,8.98
7982,2693,74.77% - 25.23%,8.97
7983,2692,74.78% - 25.22%,8.97
7984,2691,74.79% - 25.21%,8.96
7985,2690,74.8% - 25.2%,8.95
7986,2689,74.81% - 25.19%,8.94
7987,2688,74.82% - 25.18%,8.93
7988,2687,74.83% - 25.17%,8.93
7989,2686,74.84% - 25.16%,8.92
7990,2685,74.85% - 25.15%,8.91
7991,2684,74.86% - 25.14%,8.9
7992,2683,74.87% - 25.13%,8.9
7993,2682,74.88% - 25.12%,8.89
7994,2681,74.89% - 25.11%,8.88
7995,2680,74.89% - 25.11%,8.87
